ID	Ontology Source	Term	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni step down	Group PValue	Group PValue Corrected with Bonferroni step down	Associated Genes Found	All Associated Genes	OverViewTerm	Genes Cluster #1	%Genes Cluster #1	Genes Cluster #2	%Genes Cluster #2
GO:0000375	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_16.03.2025_00h00	RNA splicing, via transesterification reactions	[6, 8, 9, 10]	[Group19]	88	26.506023	4.5564918805567376E-9	6.83018132895455E-6	{Group19=5.799214645701037E-15}	{Group19=1.2178350755972177E-13}	[AAR2, AQR, C9orf78, CD2BP2, CDC5L, CDK13, CELF3, CELF4, CRNKL1, CWC22, DDX1, DDX17, DDX23, DDX39A, DDX42, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EIF4A3, EXOSC10, GEMIN5, HNRNPA2B1, HNRNPH1, HNRNPM, HNRNPR, HSPA8, HTATSF1, IK, ILF3, INTS15, JMJD6, MFAP1, MPHOSPH10, NCBP1, NCBP2, NCL, NHP2, NOVA2, NR5A1, PCBP4, PHF5A, PLRG1, PNN, PPP1R7, PRDX6, PRMT5, PRPF31, PRPF8, PTBP2, RBFOX1, RBFOX2, RBFOX3, RBM10, RBM15B, RBM17, RBM23, RBPMS2, RNPS1, RSRP1, SART1, SCNM1, SF3A1, SF3A2, SF3A3, SF3B3, SF3B4, SFPQ, SLU7, SNRNP70, SNRPD3, SNW1, SON, SRSF2, SRSF3, SRSF7, TFIP11, TGS1, TSSC4, UPF1, UPF3B, USP39, USP49, WDR77]	[AAR2, AQR, ARGLU1, BCAS2, BUD13, BUD31, C1QBP, C9orf78, CACTIN, CASC3, CD2BP2, CDC40, CDC5L, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CENATAC, CEP97, CIRBP, CLNS1A, COIL, CRNKL1, CTNNBL1, CWC15, CWC22, CWC25, CWC27, CWF19L1, CWF19L2, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DNAJC17, DNAJC5, DYRK1A, EFTUD2, EIF4A3, ESRP2, ESS2, EXOSC10, FAM172A, FBXO24, FMR1, FMR1-IT1, FRA10AC1, FRAXA, FRG1, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GPATCH1, GPATCH8, GPKOW, HMX2, HNRNPA1, HNRNPA1L2, HNRNPA1L3, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPF, HNRNPH1, HNRNPH3, HNRNPK, HNRNPL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HNRNPUL2, HSPA8, HTATSF1, IK, ILF3, INTS15, ISY1, ISY1-RAB43, JMJD6, KCNN4, KHDC4, KHDRBS1, KHDRBS2, KHDRBS3, KHSRP, LARP7, LIN9, LOC654780, LRRC9, LSM1, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, METTL14, METTL16, METTL3, MFAP1, MPHOSPH10, MTREX, MYOD1, NCBP1, NCBP2, NCBP2L, NCL, NHP2, NOL3, NOVA1, NOVA2, NPM1, NR5A1, NSRP1, NUP98, PABPC1, PAXBP1, PCBP4, PHF5A, PIN1, PLRG1, PNN, PPIE, PPIH, PPIL1, PPIL3, PPP1R7, PPWD1, PQBP1, PRDX5, PRDX6, PRMT5, PRMT7, PRPF18, PRPF19, PRPF3, PRPF31, PRPF38A, PRPF38B, PRPF39, PRPF4, PRPF40A, PRPF40B, PRPF4B, PRPF6, PRPF8, PSIP1, PTBP1, PTBP2, PUF60, QKI, RALY, RBFOX1, RBFOX2, RBFOX3, RBM10, RBM11, RBM14, RBM14-RBM4, RBM15, RBM15B, RBM17, RBM20, RBM22, RBM23, RBM24, RBM25, RBM3, RBM39, RBM4, RBM41, RBM42, RBM44, RBM47, RBM5, RBM6, RBM7, RBM8A, RBMX, RBMX2, RBMXL1, RBMXL2, RBMXL3, RBMY1A1, RBMY1B, RBMY1C, RBMY1D, RBMY1E, RBMY1F, RBPMS, RBPMS2, REST, RNF113A, RNPC3, RNPS1, RSRC1, RSRP1, SAP18, SART1, SART3, SCAF11, SCNM1, SDE2, SETX, SF1, SF3A1, SF3A2, SF3A3, SF3B1, SF3B2, SF3B3, SF3B4, SF3B5, SF3B6, SFPQ, SFSWAP, SLC39A5, SLU7, SMN1, SMNDC1, SMU1, SNIP1, SNRNP200, SNRNP25, SNRNP27, SNRNP35, SNRNP40, SNRNP70, SNRPA, SNRPA1, SNRPB, SNRPB2, SNRPC, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF, SNRPG, SNRPGP15, SNRPN, SNU13, SNW1, SON, SRFBP1, SRPK1, SRPK2, SRPK3, SRRM1, SRRM2, SRRM4, SRSF1, SRSF10, SRSF12, SRSF2, SRSF3, SRSF4, SRSF5, SRSF6, SRSF7, SRSF8, SRSF9, STH, STRAP, SYF2, SYNCRIP, TFIP11, TGS1, THRAP3, THUMPD2, TIA1, TNFAIP8L2-SCNM1, TRA2A, TRA2B, TSSC4, TXNL4A, TXNL4B, U2AF1, U2AF1L4, U2AF2, UBL5, UPF1, UPF3A, UPF3B, USP39, USP4, USP49, WBP4, WDR77, WDR83, WTAP, XAB2, YJU2, YJU2B, YTHDC1, ZBTB7A, ZC3H14, ZCCHC8, ZCRB1, ZMAT2, ZRSR2, ZRSR2P1]	FALSE	[CELF4, NR5A1, PCBP4, PRDX6, PTBP2, RBFOX1, RBFOX3, RBPMS2, USP49]	10.295340274030348	[AAR2, AQR, C9orf78, CD2BP2, CDC5L, CDK13, CELF3, CRNKL1, CWC22, DDX1, DDX17, DDX23, DDX39A, DDX42, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EIF4A3, EXOSC10, GEMIN5, HNRNPA2B1, HNRNPH1, HNRNPM, HNRNPR, HSPA8, HTATSF1, IK, ILF3, INTS15, JMJD6, MFAP1, MPHOSPH10, NCBP1, NCBP2, NCL, NHP2, NOVA2, PHF5A, PLRG1, PNN, PPP1R7, PRMT5, PRPF31, PRPF8, RBFOX2, RBM10, RBM15B, RBM17, RBM23, RNPS1, RSRP1, SART1, SCNM1, SF3A1, SF3A2, SF3A3, SF3B3, SF3B4, SFPQ, SLU7, SNRNP70, SNRPD3, SNW1, SON, SRSF2, SRSF3, SRSF7, TFIP11, TGS1, TSSC4, UPF1, UPF3B, USP39, WDR77]	89.70465869702221
GO:0000398	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_16.03.2025_00h00	mRNA splicing, via spliceosome	[6, 8, 9, 10, 11, 12]	[Group19]	87	26.524391	5.875001057348526E-9	8.800751583908093E-6	{Group19=5.799214645701037E-15}	{Group19=1.2178350755972177E-13}	[AAR2, AQR, C9orf78, CD2BP2, CDC5L, CDK13, CELF3, CELF4, CRNKL1, CWC22, DDX1, DDX17, DDX23, DDX39A, DDX42, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EIF4A3, EXOSC10, GEMIN5, HNRNPA2B1, HNRNPH1, HNRNPM, HNRNPR, HSPA8, HTATSF1, IK, ILF3, INTS15, JMJD6, MFAP1, NCBP1, NCBP2, NCL, NHP2, NOVA2, NR5A1, PCBP4, PHF5A, PLRG1, PNN, PPP1R7, PRDX6, PRMT5, PRPF31, PRPF8, PTBP2, RBFOX1, RBFOX2, RBFOX3, RBM10, RBM15B, RBM17, RBM23, RBPMS2, RNPS1, RSRP1, SART1, SCNM1, SF3A1, SF3A2, SF3A3, SF3B3, SF3B4, SFPQ, SLU7, SNRNP70, SNRPD3, SNW1, SON, SRSF2, SRSF3, SRSF7, TFIP11, TGS1, TSSC4, UPF1, UPF3B, USP39, USP49, WDR77]	[AAR2, AQR, ARGLU1, BCAS2, BUD13, BUD31, C1QBP, C9orf78, CACTIN, CASC3, CD2BP2, CDC40, CDC5L, CDK13, CELF1, CELF2, CELF3, CELF4, CELF5, CELF6, CENATAC, CEP97, CIRBP, CLNS1A, COIL, CRNKL1, CTNNBL1, CWC15, CWC22, CWC25, CWC27, CWF19L1, CWF19L2, DAZAP1, DBR1, DCPS, DDX1, DDX17, DDX20, DDX23, DDX39A, DDX39B, DDX41, DDX42, DDX46, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, DNAJC17, DNAJC5, DYRK1A, EFTUD2, EIF4A3, ESRP2, ESS2, EXOSC10, FAM172A, FBXO24, FMR1, FMR1-IT1, FRA10AC1, FRAXA, FRG1, GCFC2, GEMIN2, GEMIN4, GEMIN5, GEMIN6, GEMIN7, GEMIN8, GPATCH1, GPATCH8, GPKOW, HMX2, HNRNPA1, HNRNPA1L2, HNRNPA1L3, HNRNPA2B1, HNRNPA3, HNRNPC, HNRNPF, HNRNPH1, HNRNPH3, HNRNPK, HNRNPL, HNRNPM, HNRNPR, HNRNPU, HNRNPUL1, HNRNPUL2, HSPA8, HTATSF1, IK, ILF3, INTS15, ISY1, ISY1-RAB43, JMJD6, KCNN4, KHDC4, KHDRBS1, KHDRBS2, KHDRBS3, LARP7, LIN9, LOC654780, LRRC9, LSM2, LSM3, LSM4, LSM5, LSM6, LSM7, LSM8, LUC7L, LUC7L2, LUC7L3, MAGOH, MAGOHB, METTL14, METTL16, METTL3, MFAP1, MTREX, MYOD1, NCBP1, NCBP2, NCBP2L, NCL, NHP2, NOL3, NOVA1, NOVA2, NPM1, NR5A1, NSRP1, NUP98, PABPC1, PAXBP1, PCBP4, PHF5A, PIN1, PLRG1, PNN, PPIE, PPIH, PPIL1, PPIL3, PPP1R7, PPWD1, PQBP1, PRDX5, PRDX6, PRMT5, PRMT7, PRPF18, PRPF19, PRPF3, PRPF31, PRPF38A, PRPF38B, PRPF39, PRPF4, PRPF40A, PRPF40B, PRPF4B, PRPF6, PRPF8, PSIP1, PTBP1, PTBP2, PUF60, QKI, RALY, RBFOX1, RBFOX2, RBFOX3, RBM10, RBM11, RBM14, RBM14-RBM4, RBM15, RBM15B, RBM17, RBM20, RBM22, RBM23, RBM24, RBM25, RBM3, RBM39, RBM4, RBM41, RBM42, RBM44, RBM47, RBM5, RBM6, RBM7, RBM8A, RBMX, RBMX2, RBMXL1, RBMXL2, RBMXL3, RBMY1A1, RBMY1B, RBMY1C, RBMY1D, RBMY1E, RBMY1F, RBPMS, RBPMS2, REST, RNF113A, RNPC3, RNPS1, RSRC1, RSRP1, SAP18, SART1, SART3, SCAF11, SCNM1, SDE2, SETX, SF1, SF3A1, SF3A2, SF3A3, SF3B1, SF3B2, SF3B3, SF3B4, SF3B5, SF3B6, SFPQ, SFSWAP, SLC39A5, SLU7, SMN1, SMU1, SNIP1, SNRNP200, SNRNP25, SNRNP27, SNRNP35, SNRNP40, SNRNP70, SNRPA, SNRPA1, SNRPB, SNRPB2, SNRPC, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF, SNRPG, SNRPGP15, SNRPN, SNU13, SNW1, SON, SRFBP1, SRPK1, SRPK2, SRPK3, SRRM1, SRRM2, SRRM4, SRSF1, SRSF10, SRSF12, SRSF2, SRSF3, SRSF4, SRSF5, SRSF6, SRSF7, SRSF8, SRSF9, STH, STRAP, SYF2, SYNCRIP, TFIP11, TGS1, THRAP3, THUMPD2, TIA1, TNFAIP8L2-SCNM1, TRA2A, TRA2B, TSSC4, TXNL4A, TXNL4B, U2AF1, U2AF1L4, U2AF2, UBL5, UPF1, UPF3A, UPF3B, USP39, USP4, USP49, WBP4, WDR77, WDR83, WTAP, XAB2, YJU2, YJU2B, YTHDC1, ZBTB7A, ZC3H14, ZCCHC8, ZCRB1, ZMAT2, ZRSR2, ZRSR2P1]	FALSE	[CELF4, NR5A1, PCBP4, PRDX6, PTBP2, RBFOX1, RBFOX3, RBPMS2, USP49]	10.413587210443003	[AAR2, AQR, C9orf78, CD2BP2, CDC5L, CDK13, CELF3, CRNKL1, CWC22, DDX1, DDX17, DDX23, DDX39A, DDX42, DDX5, DHX15, DHX16, DHX35, DHX38, DHX40, DHX8, DHX9, EIF4A3, EXOSC10, GEMIN5, HNRNPA2B1, HNRNPH1, HNRNPM, HNRNPR, HSPA8, HTATSF1, IK, ILF3, INTS15, JMJD6, MFAP1, NCBP1, NCBP2, NCL, NHP2, NOVA2, PHF5A, PLRG1, PNN, PPP1R7, PRMT5, PRPF31, PRPF8, RBFOX2, RBM10, RBM15B, RBM17, RBM23, RNPS1, RSRP1, SART1, SCNM1, SF3A1, SF3A2, SF3A3, SF3B3, SF3B4, SFPQ, SLU7, SNRNP70, SNRPD3, SNW1, SON, SRSF2, SRSF3, SRSF7, TFIP11, TGS1, TSSC4, UPF1, UPF3B, USP39, WDR77]	89.58641606576919
GO:0000462	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_16.03.2025_00h00	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	[7, 8, 9, 10, 11]	[Group18]	18	50.0	4.1341991389245393E-7	6.106212128191544E-4	{Group18=1.8898627292801322E-13}	{Group18=3.5907391856322513E-12}	[BMS1, BYSL, DCAF13, DHX37, HEATR1, KRI1, LTB4R2, NGDN, NOL10, NOP14, NOP9, RRP36, RRS1, UTP20, UTP4, UTP6, WDR43, WDR46]	[ABT1, BMS1, BYSL, DCAF13, DHX37, ERCC2, FCF1, GTF2H5, HEATR1, KRI1, LTB4R2, NGDN, NOL10, NOP14, NOP9, PWP2, RCL1, RPP40, RPS16, RPS19, RPS21, RPS8, RRP36, RRS1, SLX9, TBL3, TSR1, TSR2, UTP20, UTP23, UTP25, UTP3, UTP4, UTP6, WDR43, WDR46]	FALSE	[]	0.0	[BMS1, BYSL, DCAF13, DHX37, HEATR1, KRI1, LTB4R2, NGDN, NOL10, NOP14, NOP9, RRP36, RRS1, UTP20, UTP4, UTP6, WDR43, WDR46]	100.0000019144243
GO:0001568	GO_BiologicalProcess-EBI-UniProt-GOA-ACAP-ARAP_16.03.2025_00h00	blood vessel development	[3, 5, 6, 7]	[Group10]	158	20.025349	7.360571381271639E-6	0.010636025645937519	{Group10=3.366867507742628E-6}	{Group10=3.366867507742628E-5}	[AAMP, ABCC9, ACKR3, ACTA2, ACVR1, ADAM8, ADGRB1, ADM2, AMOT, ANTXR1, ANXA2, AP2B1, APLNR, ATP2B4, BCAM, BCAT2, BMP7, BTG1, CCN1, CCN2, CD47, CEMIP2, CHAMP1, CITED2, CLDN5, COL5A1, CSPG4, CTNNB1, DDAH1, DDIT3, EFEMP2, EFNA3, EFNB2, EGF, EGLN1, EGR2, EHD4, EPHA2, ERBB2, FBLN5, FGF13, FGFR1, FGFR2, FKBP10, FMNL3, FYN, FZD4, FZD5, GAA, GAB1, GATA2, HDAC9, HECTD1, HEG1, HES1, HK2, HMGA2, HMOX1, HSPB1, HSPG2, ID1, ITGA5, ITGB8, JAK1, JMJD6, KIF2A, LAMA1, LDLR, LEF1, LRP2, LUZP1, MAP3K3, MAPK14, MDK, MED1, MEIS3P2, MEN1, MIA3, MMP14, MMRN1, MYH10, MYLK, NAA15, NAGLU, NCL, NDNF, NEDD4, NFATC4, NOG, NOS3, NPPC, NR2F2, NRXN3, NTRK2, PAX6, PDE2A, PDGFB, PDGFD, PDPK1, PGK1, PIK3R3, PKNOX1, PLK2, PPP1R16B, PRCP, PRKCA, PRKD1, PROX1, PTGIS, PXDN, RAPGEF1, RELA, RNH1, ROBO1, ROBO2, S1PR1, SARS1, SASH1, SEMA3E, SEMA4A, SEMA5A, SERPINF1, SFRP1, SFRP2, SHC1, SLIT2, SMAD6, SMOC2, SOCS3, SPARC, SPHK1, SPRED1, SPRY2, SRF, STARD13, STAT1, STAT3, STRA6, TCF7L2, TGFB2, TGFBR3, THBS1, THBS4, THY1, TJP1, TMEM201, TNFAIP3, TSPAN18, VASH1, VEGFA, VEGFB, VSTM4, WARS1, WNT7A, WNT7B, ZFP36L1, ZNF304, ZNF354C]	[AAMP, ABCC8, ABCC9, ABL1, ACKR3, ACTA2, ACTG1, ACVR1, ACVR2B, ACVRL1, ADAM12, ADAM15, ADAM8, ADAMTS1, ADAMTS6, ADAMTS9, ADGRA2, ADGRB1, ADGRB2, ADGRB3, ADGRF5, ADGRG1, ADGRG6, ADIPOR2, ADM, ADM2, ADTRP, AGGF1, AGO1, AGO2, AGTR1, AHR, AIMP1, AKT1, AKT3, ALDH1A2, ALOX5, AMOT, AMOTL1, AMOTL2, ANG, ANGPT1, ANGPT2, ANGPT4, ANGPTL3, ANGPTL4, ANGPTL6, ANPEP, ANTXR1, ANXA1, ANXA2, ANXA3, AP2B1, APELA, APLN, APLNR, APOB, APOD, APOE, APOH, APOLD1, AQP1, ARHGAP22, ARHGAP24, ARID2, ASB4, ATF2, ATP2B4, ATP5F1B, ATP5IF1, ATP7A, B4GALT1, BAK1, BAX, BCAM, BCAS3, BCAT2, BMP4, BMP7, BMPER, BMPR1A, BMPR2, BRCA1, BSG, BTG1, C1D, C1GALT1, C3, C3AR1, C5AR1, CALCRL, CAMP, CARD10, CASP8, CAV1, CCBE1, CCDC134, CCL11, CCL2, CCL24, CCM2, CCN1, CCN2, CCN3, CCN6, CCNA2, CCR2, CCR3, CD160, CD34, CD36, CD40, CD47, CD93, CDH13, CDH2, CDH5, CDX2, CDX4, CEACAM1, CEL, CELA1, CEMIP2, CFC1, CFC1B, CFLAR, CHAMP1, CHD7, CHI3L1, CHRFAM7A, CHRNA7, CIB1, CITED1, CITED2, CLDN5, CLEC14A, CLIC3, CLIC4, CLSTN1, CMA1, CNMD, CNTN1, CNTRL, COL15A1, COL18A1, COL1A1, COL1A2, COL3A1, COL4A1, COL4A2, COL4A3, COL5A1, COL8A1, COL8A2, COMP, COMT, CPLANE1, CREB3L1, CRKL, CSPG4, CTNNB1, CTNND1, CUL7, CX3CL1, CX3CR1, CXCL10, CXCL13, CXCL17, CXCL8, CXCR3, CYBB, CYP1B1, DAB2IP, DAG1, DAND5, DCN, DCTN5, DDAH1, DDIT3, DLL1, DLL4, DLX3, DNAJC5, DSG2, DYNC2H1, E2F2, E2F7, E2F8, ECM1, ECSCR, EDN1, EDN2, EDNRA, EFEMP2, EFNA1, EFNA3, EFNB2, EGF, EGFL7, EGFL8, EGLN1, EGR1, EGR2, EGR3, EHD4, EIF2AK3, ELK3, EMC10, EMILIN1, EMILIN2, EMP2, ENG, ENPEP, EPAS1, EPGN, EPHA1, EPHA2, EPHB1, EPHB2, EPHB3, EPHB4, EPN1, EPN2, ERAP1, ERBB2, EREG, ESM1, ETS1, ETV2, EYA1, F3, FAM3D, FAP, FASLG, FBLN5, FBXW8, FCGR1BP, FGF1, FGF10, FGF13, FGF16, FGF18, FGF2, FGF6, FGF8, FGF9, FGFBP1, FGFR1, FGFR2, FKBP10, FKBPL, FLT1, FLT4, FLVCR1, FMNL3, FN1, FOLR1, FOLR2, FOSL1, FOXC1, FOXC2, FOXF1, FOXH1, FOXJ2, FOXN1, FOXO1, FOXO4, FOXS1, FUT1, FYN, FZD4, FZD5, FZD8, GAA, GAB1, GADD45A, GARS1, GATA2, GATA4, GATA6, GATD3, GBX2, GDF2, GDNF, GGNBP2, GHRL, GHSR, GJA4, GJA5, GJC1, GJD3, GLI3, GLMN, GLUL, GNA13, GPC3, GPER1, GPLD1, GPNMB, GPR15, GPR4, GPX1, GREM1, GRN, GTF2I, GTF2IP4, HAND1, HAND2, HAS2, HDAC5, HDAC7, HDAC9, HECTD1, HEG1, HES1, HEY1, HEY2, HGS, HHEX, HHIPL1, HIF1A, HIF1AN, HIF3A, HIPK1, HIPK2, HK2, HLA-G, HMGA2, HMGB1, HMOX1, HOOK2, HOXA1, HOXA13, HOXA3, HOXA5, HOXA7, HOXB13, HOXB3, HPGD, HPSE, HRG, HS6ST1, HSPA12B, HSPB1, HSPB6, HSPG2, HTATIP2, HTN1, HYAL1, ID1, IGFBP7, IHH, IL10, IL12A, IL12B, IL17F, IL18, IL1A, IL1B, IL6, IL6R, ISL1, ISM1, ITGA2B, ITGA5, ITGAV, ITGAX, ITGB1, ITGB1BP1, ITGB2, ITGB3, ITGB8, JAG1, JAK1, JAM3, JCAD, JMJD6, JMJD8, JUN, JUNB, JUP, KCNA5, KCNJ8, KDR, KIF2A, KLF2, KLF4, KLF5, KLK3, KLKB1, KRIT1, KRT1, LAMA1, LARGE1, LDLR, LEF1, LEP, LEPR, LEPROT, LIPA, LLGL2, LOX, LOXL1, LOXL2, LRG1, LRP1, LRP2, LRP5, LUZP1, LYL1, MAP2K1, MAP2K5, MAP3K3, MAPK1, MAPK14, MAPK7, MBD4, MCAM, MDK, MDM2, MECP2, MED1, MEF2C, MEGF8, MEIS1, MEIS3, MEIS3P1, MEIS3P2, MEN1, MEOX2, MESP1, MFGE8, MIA3, MIB1, MICALL1, MINAR1, MINAR2, MINDY4, MMDK, MMP14, MMP19, MMP2, MMP21, MMP23A, MMRN1, MMRN2, MTDH, MYDGF, MYH10, MYH9, MYLK, MYO18B, MYO1E, MYOCD, NAA15, NAGLU, NANOS3, NAXE, NCL, NDNF, NDP, NDST1, NEDD4, NELL1, NELL2, NF1, NFATC3, NFATC4, NFE2L2, NGFR, NINJ1, NKX2-5, NKX3-1, NODAL, NOG, NOS3, NOTCH1, NOTCH2, NOTCH3, NOTCH4, NOX1, NOX5, NPPB, NPPC, NPR1, NPR2, NPR3, NPRL2, NPRL3, NR2E1, NR2F2, NR4A1, NRARP, NRCAM, NRG1, NRP1, NRP2, NRXN1, NRXN3, NSDHL, NTRK2, NUS1, NUS1P3, OPTC, OR10J5, OSR1, OTULIN, OVOL2, OXSR1, PACSIN2, PAK4, PANK2, PARVA, PAX6, PAXIP1, PCDHA10, PCSK5, PDCD10, PDCD6, PDCL3, PDE2A, PDE3B, PDGFA, PDGFB, PDGFD, PDGFRA, PDGFRB, PDPK1, PECAM1, PF4, PGF, PGK1, PIGU, PIK3C2A, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R3, PIK3R6, PITX2, PKD1, PKD2, PKM, PKNOX1, PLCD3, PLCG1, PLG, PLK2, PLPP3, PLXDC1, PLXND1, PML, PNPLA6, POFUT1, PPARG, PPP1R16B, PPP3CA, PPP3R1, PRCP, PRDM1, PRICKLE1, PRKCA, PRKCB, PRKD1, PRKD2, PRKX, PRL, PROK1, PROK2, PROP1, PROX1, PRRX1, PSEN1, PSG1, PTGIS, PTGS2, PTK2, PTK2B, PTK7, PTPN6, PTPRB, PTPRJ, PTPRM, PXDN, QKI, RAMP1, RAMP2, RAP1A, RAPGEF1, RAPGEF2, RAPGEF3, RASA1, RASIP1, RBM15, RBPJ, RECK, RELA, RGCC, RHOA, RHOB, RHOJ, RIN2, RLN2, RNASEH1, RNASEH1P1, RNASEH2A, RNF213, RNH1, RNU6-664P, ROBO1, ROBO2, ROBO4, ROCK1, ROCK2, RORA, RRAS, RSPO3, RUNX1, S100A1, S100A7, S1PR1, SARS1, SASH1, SAT1, SCG2, SCGB1D1, SCN11A, SCO2, SEC24B, SEMA3C, SEMA3E, SEMA4A, SEMA5A, SEMA6A, SERPINB7, SERPINE1, SERPINF1, SERPINF2, SFRP1, SFRP2, SGCD, SGPL1, SH2D2A, SHB, SHC1, SHH, SIRT1, SIRT6, SIX1, SLC12A2, SLC12A6, SLC1A1, SLC26A1, SLC2A10, SLC31A1, SLC38A1, SLIT2, SMAD1, SMAD6, SMAD7, SMO, SMOC2, SMOX, SNX17, SOCS3, SOS1, SOX17, SOX18, SOX4, SP1, SP100, SPAM1, SPARC, SPHK1, SPHK2, SPI1, SPINK5, SPINT1, SPRED1, SPRY2, SRF, SRPK2, SRPX2, STAB1, STAB2, STARD13, STAT1, STAT3, STIM1, STK4, STRA6, SUFU, SULF1, SYK, SYNGAP1, SYNJ2BP, TAB1, TAFA5, TAL1, TBX1, TBX2, TBX20, TBX3, TBX4, TBX5, TBXA2R, TBXT, TCF21, TCF7L2, TDGF1, TDGF1P3, TEAD2, TEK, TERT, TFAP2B, TGFA, TGFB1, TGFB2, TGFBI, TGFBR1, TGFBR2, TGFBR3, TGM2, THBS1, THBS2, THBS4, THSD7A, THY1, TIE1, TIPARP, TJP1, TLR3, TMED2, TMEM100, TMEM201, TMEM215, TMIGD2, TMX2-CTNND1, TNF, TNFAIP2, TNFAIP3, TNFRSF12A, TNFSF12, TNMD, TNN, TNNI3, TREX1, TSPAN12, TSPAN18, TWIST1, TYMP, UBP1, UNC5B, VASH1, VASH2, VAV2, VAV3, VEGFA, VEGFB, VEGFC, VEGFD, VEZF1, VPS4B, VSTM4, WARS1, WARS2, WASF2, WDR83, WNK1, WNT11, WNT2, WNT4, WNT5A, WNT7A, WNT7B, WT1, XBP1, XBP1P1, YAP1, YJEFN3, YWHAZ, ZBTB14, ZC3H12A, ZFP36L1, ZFPM2, ZMIZ1, ZNF304, ZNF354C]	FALSE	[ABCC9, ACKR3, ACTA2, ACVR1, ADGRB1, ADM2, ANXA2, ATP2B4, BCAM, BCAT2, BMP7, BTG1, CCN1, CCN2, CD47, CEMIP2, CITED2, CLDN5, COL5A1, CSPG4, DDAH1, DDIT3, EFEMP2, EFNA3, EGF, EGLN1, EGR2, EPHA2, ERBB2, FGF13, FGFR1, FGFR2, FKBP10, FZD4, GAA, HDAC9, HES1, HK2, HMGA2, HMOX1, HSPB1, HSPG2, ITGA5, ITGB8, LAMA1, LDLR, MDK, MEIS3P2, MMP14, MMRN1, MYLK, NAGLU, NDNF, NEDD4, NFATC4, NOG, NOS3, NPPC, NR2F2, NRXN3, NTRK2, PAX6, PDE2A, PDGFB, PGK1, PPP1R16B, PRCP, PROX1, PTGIS, PXDN, ROBO1, ROBO2, S1PR1, SARS1, SASH1, SEMA3E, SEMA4A, SEMA5A, SERPINF1, SFRP1, SFRP2, SHC1, SPARC, SPHK1, SPRED1, SPRY2, STARD13, STRA6, TCF7L2, TGFBR3, THBS1, THBS4, THY1, TNFAIP3, TSPAN18, VEGFA, VEGFB, VSTM4, WNT7A, WNT7B, ZFP36L1]	64.09434217666775	[AAMP, ADAM8, AMOT, ANTXR1, AP2B1, APLNR, CHAMP1, CTNNB1, EFNB2, EHD4, FBLN5, FMNL3, FYN, FZD5, GAB1, GATA2, HECTD1, HEG1, ID1, JAK1, JMJD6, KIF2A, LEF1, LRP2, LUZP1, MAP3K3, MAPK14, MED1, MEN1, MIA3, MYH10, NAA15, NCL, PDGFD, PDPK1, PIK3R3, PKNOX1, PLK2, PRKCA, PRKD1, RAPGEF1, RELA, RNH1, SLIT2, SMAD6, SMOC2, SOCS3, SRF, STAT1, STAT3, TGFB2, TJP1, TMEM201, VASH1, WARS1, ZNF304, ZNF354C]	35.90565780725302
